Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2008
Nomemapa=c:\tabwin\br_municip.map
"Município";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"432215 TUNAS";0;0;0;0;0;0;0;0
"432218 TUPANCI DO SUL";0;0;0;0;0;0;0;0
"432220 TUPANCIRETA";572;289;29;0;0;0;441;1331
"432225 TUPANDI";0;0;0;0;0;0;0;0
"432230 TUPARENDI";41;394;9;0;0;0;96;540
"432232 TURUCU";0;0;0;0;0;0;0;0
"432234 UBIRETAMA";0;0;0;0;0;0;0;0
"432235 UNIAO DA SERRA";0;0;0;0;0;0;0;0
"432237 UNISTALDA";0;0;0;0;0;0;0;0
"432240 URUGUAIANA";3340;6477;242;0;6;39;2824;12928
"432250 VACARIA";2841;3509;92;0;10;17;746;7215
"432252 VALE VERDE";0;0;0;0;0;0;0;0
"432253 VALE DO SOL";159;441;4;0;0;0;19;623
"432254 VALE REAL";0;0;0;0;0;0;0;0
"432255 VANINI";0;0;0;0;0;0;0;0
"432260 VENANCIO AIRES";632;1803;152;0;1;5;248;2841
"432270 VERA CRUZ";314;820;14;0;2;0;251;1401
"432280 VERANOPOLIS";640;937;32;0;0;2;293;1904
"432285 VESPASIANO CORREA";0;0;0;0;0;0;0;0
"432290 VIADUTOS";64;347;3;0;0;0;33;447
"432300 VIAMAO";2672;7313;53;0;0;0;1644;11682
"432310 VICENTE DUTRA";0;67;3;0;0;0;36;106
"432320 VICTOR GRAEFF";0;0;0;0;0;0;0;0
"432330 VILA FLORES";0;0;0;0;0;0;0;0
"432335 VILA LANGARO";0;0;0;0;0;0;0;0
"432340 VILA MARIA";10;97;0;0;0;0;15;122
"432345 VILA NOVA DO SUL";0;0;0;0;0;0;0;0
"432350 VISTA ALEGRE";0;0;0;0;0;0;0;0
"432360 VISTA ALEGRE DO PRATA";0;0;0;0;0;0;0;0
"432370 VISTA GAUCHA";5;76;0;0;0;0;40;121
"432375 VITORIA DAS MISSOES";0;0;0;0;0;0;0;0
"432377 WESTFALIA";0;0;0;0;0;0;0;0
"432380 XANGRI-LA";0;0;0;0;0;0;0;0
" MUNICIPIO IGNORADO - MS";0;0;0;0;0;0;0;0
"500020 AGUA CLARA";53;79;1;0;0;0;51;184
"500025 ALCINOPOLIS";0;0;0;0;0;0;0;0
"500060 AMAMBAI";78;720;50;0;0;4;249;1101
"500070 ANASTACIO";129;575;9;0;0;0;140;853
"500080 ANAURILANDIA";110;161;11;0;0;0;69;351
"500085 ANGELICA";13;148;1;0;0;0;62;224
"500090 ANTONIO JOAO";22;50;2;0;0;0;18;92
"500100 APARECIDA DO TABOADO";82;284;25;0;0;1;46;438
"500110 AQUIDAUANA";1386;1737;153;0;0;8;748;4032
"500124 ARAL MOREIRA";6;47;0;0;0;0;1;54
"500150 BANDEIRANTES";54;226;0;0;0;0;24;304
"500190 BATAGUASSU";276;255;18;0;0;0;150;699
"500200 BATAYPORA";100;239;18;0;1;0;102;460
"500210 BELA VISTA";98;117;11;0;0;0;29;255
"500215 BODOQUENA";30;77;1;0;0;0;15;123
"500220 BONITO";320;259;39;0;1;0;110;729
"500230 BRASILANDIA";149;207;10;0;0;0;58;424
"500240 CAARAPO";567;642;16;0;1;0;215;1441
"500260 CAMAPUA";214;228;13;0;0;0;97;552
"500270 CAMPO GRANDE";78875;46205;3646;40;1155;692;14232;144845
"500280 CARACOL";0;0;0;0;0;0;0;0
"500290 CASSILANDIA";201;102;34;0;0;0;144;481
"500295 CHAPADAO DO SUL";342;570;25;0;2;0;65;1004
"500310 CORGUINHO";0;0;0;0;0;0;0;0
"500315 CORONEL SAPUCAIA";35;84;0;0;0;0;53;172
"500320 CORUMBA";2615;2922;191;0;6;4;910;6648
"500325 COSTA RICA";281;327;16;0;0;0;153;777
"500330 COXIM";343;966;25;0;0;0;14;1348
"500345 DEODAPOLIS";67;882;2;0;0;0;44;995
"500348 DOIS IRMAOS DO BURITI";22;37;1;0;0;0;15;75
"500350 DOURADINA";0;0;0;0;0;0;0;0
"500370 DOURADOS";15664;8352;539;0;69;212;3499;28335
"500375 ELDORADO";250;605;31;0;0;0;0;886
"500380 FATIMA DO SUL";271;364;0;0;0;0;157;792
"500390 FIGUEIRAO";0;0;0;0;0;0;0;0
"500400 GLORIA DE DOURADOS";39;217;0;0;0;0;46;302
"500410 GUIA LOPES DA LAGUNA";129;261;17;0;0;0;212;619
"500430 IGUATEMI";156;211;24;0;0;0;0;391
"500440 INOCENCIA";49;156;10;0;0;0;59;274
"500450 ITAPORA";40;47;2;0;0;0;12;101
"500460 ITAQUIRAI";113;567;6;0;0;0;91;777
"500470 IVINHEMA";181;716;29;0;0;0;186;1112
"500480 JAPORA";0;0;0;0;0;0;0;0
"500490 JARAGUARI";0;0;0;0;0;0;0;0
"500500 JARDIM";207;198;7;0;0;0;75;487
"500510 JATEI";5;56;0;0;0;0;20;81
"500515 JUTI";6;17;1;0;0;0;22;46
"500520 LADARIO";0;0;0;0;0;0;0;0
"500525 LAGUNA CARAPA";16;97;1;0;0;0;24;138
"500540 MARACAJU";729;125;39;0;0;2;239;1134
"500560 MIRANDA";157;721;9;0;0;0;54;941
"500568 MUNDO NOVO";277;699;35;0;0;0;47;1058
"500570 NAVIRAI";1133;951;113;0;0;0;442;2639
"500580 NIOAQUE";113;163;1;0;0;0;61;338
"500600 NOVA ALVORADA DO SUL";50;124;7;0;0;0;41;222
"500620 NOVA ANDRADINA";212;1005;51;0;2;0;306;1576
"500625 NOVO HORIZONTE DO SUL";89;111;7;0;0;0;72;279
"500627 PARAISO DAS AGUAS";0;0;0;0;0;0;0;0
"500630 PARANAIBA";817;615;82;0;0;9;282;1805
"500635 PARANHOS";89;208;4;0;0;0;17;318
"500640 PEDRO GOMES";45;107;11;0;0;0;74;237
"500660 PONTA PORA";1915;1770;164;0;3;5;932;4789
"500690 PORTO MURTINHO";94;118;16;0;0;0;0;228
"500710 RIBAS DO RIO PARDO";56;109;1;0;0;0;42;208
"500720 RIO BRILHANTE";429;281;36;0;4;0;339;1089
"500730 RIO NEGRO";3;139;1;0;0;0;43;186
"500740 RIO VERDE DE MATO GROSSO";216;407;20;0;0;0;189;832
"500750 ROCHEDO";20;70;0;0;0;0;10;100
"500755 SANTA RITA DO PARDO";22;113;5;0;0;0;47;187
"500769 SAO GABRIEL DO OESTE";401;234;79;0;1;4;129;848
"500770 SETE QUEDAS";57;390;1;0;0;0;33;481
"500780 SELVIRIA";0;0;0;0;0;0;0;0
"500790 SIDROLANDIA";181;319;47;0;2;4;92;645
"500793 SONORA";83;43;11;0;0;0;56;193
"500795 TACURU";19;67;0;0;0;0;0;86
"500797 TAQUARUSSU";8;90;7;0;0;0;62;167
"500800 TERENOS";0;0;0;0;0;0;0;0
"500830 TRES LAGOAS";5857;3851;229;0;3;18;985;10943
"500840 VICENTINA";4;111;4;0;0;0;13;132
" MUNICIPIO IGNORADO - MT";0;0;0;0;0;0;0;0
"510010 ACORIZAL";0;0;0;0;0;0;0;0
"510020 AGUA BOA";206;902;50;0;0;2;210;1370
"510025 ALTA FLORESTA";2050;2186;84;0;0;3;677;5000
"510030 ALTO ARAGUAIA";215;140;21;0;0;0;0;376
"510035 ALTO BOA VISTA";0;0;0;0;0;0;0;0
"510040 ALTO GARCAS";0;0;0;0;0;0;0;0
"510050 ALTO PARAGUAI";0;0;0;0;0;0;0;0
"510060 ALTO TAQUARI";0;0;0;0;0;0;0;0
"510080 APIACAS";71;27;3;0;0;0;34;135
"510100 ARAGUAIANA";0;0;0;0;0;0;0;0
"510120 ARAGUAINHA";0;0;0;0;0;0;0;0
"510125 ARAPUTANGA";71;72;13;0;0;0;80;236
"510130 ARENAPOLIS";155;65;7;0;0;0;159;386
"510140 ARIPUANA";139;131;17;0;0;0;131;418
"510160 BARAO DE MELGACO";0;0;0;0;0;0;0;0
"510170 BARRA DO BUGRES";851;898;73;0;0;7;559;2388
"510180 BARRA DO GARCAS";529;327;58;0;0;0;203;1117
"510185 BOM JESUS DO ARAGUAIA";0;0;0;0;0;0;0;0
"510190 BRASNORTE";303;258;15;0;0;0;58;634
"510250 CACERES";7125;3801;417;0;13;73;2501;13930
"510260 CAMPINAPOLIS";137;448;9;0;0;0;148;742
"510263 CAMPO NOVO DO PARECIS";0;0;0;0;0;0;0;0
"510267 CAMPO VERDE";36;258;55;0;0;1;211;561
"510268 CAMPOS DE JULIO";0;0;0;0;0;0;0;0
"510269 CANABRAVA DO NORTE";0;0;0;0;0;0;0;0
"510270 CANARANA";104;265;8;0;0;0;70;447
"510279 CARLINDA";0;0;0;0;0;0;0;0
"510285 CASTANHEIRA";0;0;0;0;0;0;0;0
"510300 CHAPADA DOS GUIMARAES";0;0;0;0;0;0;0;0
"510305 CLAUDIA";112;377;2;0;0;0;7;498
"510310 COCALINHO";51;32;0;0;0;0;0;83
"510320 COLIDER";3275;2091;67;0;0;12;572;6017
"510325 COLNIZA";35;53;18;0;0;0;107;213
"510330 COMODORO";311;543;30;0;0;0;1;885
"510335 CONFRESA";426;95;99;0;0;0;307;927
"510336 CONQUISTA D'OESTE";0;0;0;0;0;0;0;0
"510337 COTRIGUACU";128;165;3;0;0;0;78;374
"510340 CUIABA";39565;18750;1280;18;192;791;8546;69142
"510343 CURVELANDIA";0;0;0;0;0;0;0;0
"510345 DENISE";27;36;6;0;0;0;3;72
"510350 DIAMANTINO";204;69;38;0;0;0;4;315
"510360 DOM AQUINO";11;34;2;0;0;0;72;119
"510370 FELIZ NATAL";0;0;0;0;0;0;0;0
"510380 FIGUEIROPOLIS D'OESTE";0;0;0;0;0;0;0;0
"510385 GAUCHA DO NORTE";186;67;10;0;0;0;75;338
"510390 GENERAL CARNEIRO";3;46;0;0;0;0;21;70
"510395 GLORIA D'OESTE";0;0;0;0;0;0;0;0
"510410 GUARANTA DO NORTE";457;611;50;0;0;0;197;1315
"510420 GUIRATINGA";188;193;1;0;0;0;128;510
"510450 INDIAVAI";0;0;0;0;0;0;0;0
"510452 IPIRANGA DO NORTE";0;0;0;0;0;0;0;0
"510454 ITANHANGA";0;0;0;0;0;0;0;0
"510455 ITAUBA";57;193;0;0;0;0;50;300
"510460 ITIQUIRA";33;19;2;0;0;0;41;95
"510480 JACIARA";290;326;41;0;0;0;0;657
"510490 JANGADA";0;0;0;0;0;0;0;0
"510500 JAURU";144;109;4;0;0;0;44;301
"510510 JUARA";672;350;56;0;2;4;411;1495
"510515 JUINA";681;219;132;0;0;14;593;1639
"510517 JURUENA";9;20;1;0;0;0;23;53
"510520 JUSCIMEIRA";33;35;0;0;0;0;61;129
"510523 LAMBARI D'OESTE";0;0;0;0;0;0;0;0
"510525 LUCAS DO RIO VERDE";510;368;33;0;0;2;141;1054
"510530 LUCIARA";0;0;0;0;0;0;0;0
"510550 VILA BELA DA SANTISSIMA TRINDADE";275;125;21;0;0;0;53;474
"510558 MARCELANDIA";165;80;9;0;1;0;0;255
"510560 MATUPA";0;0;0;0;0;0;0;0
"510562 MIRASSOL D'OESTE";165;366;21;0;0;0;200;752
"510590 NOBRES";414;270;19;0;0;0;146;849
"510600 NORTELANDIA";67;39;12;0;0;0;43;161
"510610 NOSSA SENHORA DO LIVRAMENTO";70;26;0;0;0;0;0;96
"510615 NOVA BANDEIRANTES";0;0;0;0;0;0;0;0
"510617 NOVA NAZARE";0;0;0;0;0;0;0;0
"510618 NOVA LACERDA";0;0;0;0;0;0;0;0
"510619 NOVA SANTA HELENA";0;0;0;0;0;0;0;0
"510620 NOVA BRASILANDIA";0;0;0;0;0;0;0;0
"510621 NOVA CANAA DO NORTE";85;380;0;0;0;0;64;529
"510622 NOVA MUTUM";50;127;17;0;0;0;12;206
"510623 NOVA OLIMPIA";125;55;6;0;0;0;26;212
"510624 NOVA UBIRATA";0;0;0;0;0;0;0;0
"510625 NOVA XAVANTINA";146;73;25;0;0;0;0;244
"510626 NOVO MUNDO";0;0;0;0;0;0;0;0
"510627 NOVO HORIZONTE DO NORTE";34;13;0;0;0;0;21;68
"510628 NOVO SAO JOAQUIM";98;49;1;0;0;0;62;210
"510629 PARANAITA";60;47;5;0;0;0;49;161
"510630 PARANATINGA";51;600;14;0;0;0;131;796
"510631 NOVO SANTO ANTONIO";0;0;0;0;0;0;0;0
"510637 PEDRA PRETA";149;60;29;0;0;0;36;274
"510642 PEIXOTO DE AZEVEDO";526;778;72;0;0;31;140;1547
"510645 PLANALTO DA SERRA";0;0;0;0;0;0;0;0
"510650 POCONE";414;309;22;0;0;0;471;1216
"510665 PONTAL DO ARAGUAIA";0;0;0;0;0;0;0;0
"510670 PONTE BRANCA";11;75;0;0;0;0;19;105
"510675 PONTES E LACERDA";558;243;62;0;0;8;189;1060
"510677 PORTO ALEGRE DO NORTE";174;46;0;0;0;0;16;236
"510680 PORTO DOS GAUCHOS";30;35;2;0;0;0;60;127
"510682 PORTO ESPERIDIAO";0;0;0;0;0;0;0;0
"510685 PORTO ESTRELA";0;0;0;0;0;0;0;0
"510700 POXOREO";302;270;17;0;0;0;191;780
"510704 PRIMAVERA DO LESTE";227;1124;139;0;2;7;197;1696
"510706 QUERENCIA";172;161;6;0;0;0;28;367
"510710 SAO JOSE DOS QUATRO MARCOS";74;388;3;0;0;0;110;575
"510715 RESERVA DO CABACAL";0;0;0;0;0;0;0;0
"510718 RIBEIRAO CASCALHEIRA";38;17;8;0;0;0;24;87
"510719 RIBEIRAOZINHO";26;40;0;0;0;0;23;89
"510720 RIO BRANCO";29;89;3;0;0;0;57;178
"510724 SANTA CARMEM";0;0;0;0;0;0;0;0
"510726 SANTO AFONSO";0;0;0;0;0;0;0;0
"510729 SAO JOSE DO POVO";0;0;0;0;0;0;0;0
"510730 SAO JOSE DO RIO CLARO";141;66;15;0;0;0;98;320
"510735 SAO JOSE DO XINGU";43;29;2;0;0;0;45;119
"510740 SAO PEDRO DA CIPA";0;0;0;0;0;0;0;0
"510757 RONDOLANDIA";0;0;0;0;0;0;0;0
"510760 RONDONOPOLIS";9219;3282;539;0;18;43;2005;15106
"510770 ROSARIO OESTE";349;526;1;0;0;0;56;932
"510774 SANTA CRUZ DO XINGU";0;0;0;0;0;0;0;0
"510775 SALTO DO CEU";4;10;0;0;0;0;2;16
"510776 SANTA RITA DO TRIVELATO";0;0;0;0;0;0;0;0
"510777 SANTA TEREZINHA";79;29;3;0;0;0;73;184
"510779 SANTO ANTONIO DO LESTE";0;0;0;0;0;0;0;0
"510780 SANTO ANTONIO DO LEVERGER";0;26;0;0;0;0;8;34
"510785 SAO FELIX DO ARAGUAIA";191;268;8;0;0;0;251;718
"510787 SAPEZAL";267;209;14;0;0;8;80;578
"510788 SERRA NOVA DOURADA";0;0;0;0;0;0;0;0
"510790 SINOP";1181;731;151;0;18;19;575;2675
"510792 SORRISO";8880;944;297;0;6;53;74;10254
"510794 TABAPORA";125;110;3;0;0;0;176;414
"510795 TANGARA DA SERRA";588;522;196;0;0;5;131;1442
"510800 TAPURAH";36;7;0;0;0;0;0;43
"510805 TERRA NOVA DO NORTE";91;157;39;0;0;0;75;362
"510810 TESOURO";33;34;0;0;0;0;17;84
"510820 TORIXOREU";63;80;4;0;0;0;37;184
"510830 UNIAO DO SUL";0;0;0;0;0;0;0;0
"510835 VALE DE SAO DOMINGOS";0;0;0;0;0;0;0;0
"510840 VARZEA GRANDE";10497;5871;339;0;15;20;3326;20068
"510850 VERA";0;0;0;0;0;0;0;0
"510860 VILA RICA";113;106;26;0;0;0;10;255
"510880 NOVA GUARITA";0;0;0;0;0;0;0;0
"510885 NOVA MARILANDIA";0;0;0;0;0;0;0;0
"510890 NOVA MARINGA";0;0;0;0;0;0;0;0
"510895 NOVA MONTE VERDE";0;0;0;0;0;0;0;0
" MUNICIPIO IGNORADO - GO";0;0;0;0;0;0;0;0
"520005 ABADIA DE GOIAS";0;0;0;0;0;0;0;0
"520010 ABADIANIA";0;0;0;0;0;0;0;0
"520013 ACREUNA";87;167;2;0;0;0;25;281
"520015 ADELANDIA";0;0;0;0;0;0;0;0
"520017 AGUA FRIA DE GOIAS";0;0;0;0;0;0;0;0
"520020 AGUA LIMPA";0;0;0;0;0;0;0;0
"520025 AGUAS LINDAS DE GOIAS";224;149;65;0;0;0;0;438
"520030 ALEXANIA";71;216;21;0;0;0;0;308
"520050 ALOANDIA";11;7;3;0;0;0;0;21
"520055 ALTO HORIZONTE";0;0;0;0;0;0;0;0
"520060 ALTO PARAISO DE GOIAS";0;56;0;0;0;0;26;82
"520080 ALVORADA DO NORTE";156;405;13;0;0;0;3;577
"520082 AMARALINA";0;0;0;0;0;0;0;0
"520085 AMERICANO DO BRASIL";0;0;0;0;0;0;0;0
"520090 AMORINOPOLIS";50;18;5;0;0;0;0;73
"520110 ANAPOLIS";15447;10545;1010;0;42;364;4351;31759
"520120 ANHANGUERA";0;0;0;0;0;0;0;0
"520130 ANICUNS";133;225;5;0;0;0;18;381
"520140 APARECIDA DE GOIANIA";8628;5469;729;4;14;968;1785;17597
"520145 APARECIDA DO RIO DOCE";0;0;0;0;0;0;0;0
"520150 APORE";15;79;1;0;0;0;0;95
"520160 ARACU";0;40;0;0;0;0;0;40
"520170 ARAGARCAS";178;84;51;0;0;3;97;413
"520180 ARAGOIANIA";15;223;0;0;0;0;0;238
"520215 ARAGUAPAZ";144;53;0;0;0;0;0;197
"520235 ARENOPOLIS";66;33;0;0;0;0;0;99
"520250 ARUANA";29;36;0;0;0;0;0;65
"520260 AURILANDIA";0;0;0;0;0;0;0;0
"520280 AVELINOPOLIS";0;34;0;0;0;0;0;34
"520310 BALIZA";0;0;0;0;0;0;0;0
"520320 BARRO ALTO";19;243;0;0;0;0;30;292
"520330 BELA VISTA DE GOIAS";106;444;0;0;0;0;114;664
"520340 BOM JARDIM DE GOIAS";128;111;0;0;0;0;0;239
"520350 BOM JESUS DE GOIAS";107;302;4;0;0;0;0;413
"520355 BONFINOPOLIS";10;234;0;0;0;0;0;244
"520357 BONOPOLIS";0;0;0;0;0;0;0;0
"520360 BRAZABRANTES";0;0;0;0;0;0;0;0
"520380 BRITANIA";34;40;4;0;0;0;0;78
"520390 BURITI ALEGRE";136;93;3;0;0;0;128;360
"520393 BURITI DE GOIAS";51;18;0;0;0;0;0;69
"520396 BURITINOPOLIS";0;0;0;0;0;0;0;0
"520400 CABECEIRAS";8;116;0;0;0;0;43;167
"520410 CACHOEIRA ALTA";2;78;0;0;0;0;0;80
"520420 CACHOEIRA DE GOIAS";0;0;0;0;0;0;0;0
"520425 CACHOEIRA DOURADA";125;111;10;0;0;0;0;246
"520430 CACU";25;15;5;0;0;0;0;45
"520440 CAIAPONIA";31;158;19;0;0;0;1;209
"520450 CALDAS NOVAS";1049;1460;169;0;0;23;465;3166
"520455 CALDAZINHA";0;0;0;0;0;0;0;0
"520460 CAMPESTRE DE GOIAS";0;0;0;0;0;0;0;0
"520465 CAMPINACU";5;13;3;0;0;0;7;28
"520470 CAMPINORTE";16;183;2;0;0;0;0;201
"520480 CAMPO ALEGRE DE GOIAS";0;28;0;0;0;0;0;28
"520485 CAMPO LIMPO DE GOIAS";0;0;0;0;0;0;0;0
"520490 CAMPOS BELOS";39;149;66;0;0;0;0;254
"520495 CAMPOS VERDES";25;64;2;0;0;0;0;91
"520500 CARMO DO RIO VERDE";0;0;0;0;0;0;0;0
"520505 CASTELANDIA";14;23;1;0;0;0;0;38
"520510 CATALAO";2516;2348;142;0;3;9;693;5711
"520520 CATURAI";0;0;0;0;0;0;0;0
"520530 CAVALCANTE";20;187;0;0;0;0;0;207
"520540 CERES";316;803;68;0;0;6;340;1533
"520545 CEZARINA";47;121;5;0;0;0;0;173
"520547 CHAPADAO DO CEU";0;0;0;0;0;0;0;0
"520549 CIDADE OCIDENTAL";271;362;172;0;0;0;0;805
"520551 COCALZINHO DE GOIAS";73;337;0;0;0;0;0;410
"520552 COLINAS DO SUL";0;20;0;0;0;0;4;24
"520570 CORREGO DO OURO";36;92;0;0;0;0;0;128
"520580 CORUMBA DE GOIAS";142;47;0;0;0;0;0;189
"520590 CORUMBAIBA";0;0;0;0;0;0;0;0
"520620 CRISTALINA";262;80;6;0;0;0;8;356
"520630 CRISTIANOPOLIS";70;128;1;0;0;0;0;199
"520640 CRIXAS";260;400;1;0;0;0;0;661
"520650 CROMINIA";9;15;0;0;0;0;0;24
"520660 CUMARI";0;24;0;0;0;0;0;24
"520670 DAMIANOPOLIS";3;124;0;0;0;0;0;127
"520680 DAMOLANDIA";11;63;0;0;0;0;0;74
"520690 DAVINOPOLIS";0;0;0;0;0;0;0;0
"520710 DIORAMA";0;0;0;0;0;0;0;0
"520725 DOVERLANDIA";62;294;3;0;0;0;0;359
"520735 EDEALINA";0;0;0;0;0;0;0;0
"520740 EDEIA";121;55;3;0;0;0;0;179
"520750 ESTRELA DO NORTE";41;35;1;0;0;0;27;104
"520753 FAINA";27;21;7;0;0;0;0;55
"520760 FAZENDA NOVA";32;118;0;0;0;0;0;150
"520780 FIRMINOPOLIS";41;164;15;0;0;0;32;252
"520790 FLORES DE GOIAS";3;134;0;0;0;0;0;137
"520800 FORMOSA";1522;1032;157;0;2;0;505;3218
"520810 FORMOSO";63;19;14;0;0;0;0;96
"520815 GAMELEIRA DE GOIAS";0;0;0;0;0;0;0;0
"520830 DIVINOPOLIS DE GOIAS";11;19;4;0;0;0;0;34
